gd, mm, dd, it, volume, hist_volume, weather
4,9,19,61,40,78 77 44 45 46 32,101.11 101.61 41.625 2.4 20.2 75.0 0.0
0,9,19,62,17,18 13 22 27 17 16,101.11 101.61 41.625 2.4 20.2 75.0 0.0
1,9,19,62,39,65 62 44 41 48 34,101.11 101.61 41.625 2.4 20.2 75.0 0.0
2,9,19,62,35,49 44 49 41 56 21,101.11 101.61 41.625 2.4 20.2 75.0 0.0
3,9,19,62,41,61 51 61 50 55 29,101.11 101.61 41.625 2.4 20.2 75.0 0.0
4,9,19,62,42,77 44 45 46 32 40,101.11 101.61 41.625 2.4 20.2 75.0 0.0
0,9,19,63,17,13 22 27 17 16 17,101.2 101.7 39.875 2.7 19.1 75.0 0.0
1,9,19,63,24,62 44 41 48 34 39,101.2 101.7 39.875 2.7 19.1 75.0 0.0
2,9,19,63,29,44 49 41 56 21 35,101.2 101.7 39.875 2.7 19.1 75.0 0.0
3,9,19,63,32,51 61 50 55 29 41,101.2 101.7 39.875 2.7 19.1 75.0 0.0
4,9,19,63,30,44 45 46 32 40 42,101.2 101.7 39.875 2.7 19.1 75.0 0.0
0,9,19,64,22,22 27 17 16 17 17,101.2 101.7 39.875 2.7 19.1 75.0 0.0
1,9,19,64,35,44 41 48 34 39 24,101.2 101.7 39.875 2.7 19.1 75.0 0.0
2,9,19,64,20,49 41 56 21 35 29,101.2 101.7 39.875 2.7 19.1 75.0 0.0
3,9,19,64,34,61 50 55 29 41 32,101.2 101.7 39.875 2.7 19.1 75.0 0.0
4,9,19,64,37,45 46 32 40 42 30,101.2 101.7 39.875 2.7 19.1 75.0 0.0
0,9,19,65,5,27 17 16 17 17 22,101.2 101.7 39.875 2.7 19.1 75.0 0.0
1,9,19,65,30,41 48 34 39 24 35,101.2 101.7 39.875 2.7 19.1 75.0 0.0
2,9,19,65,24,41 56 21 35 29 20,101.2 101.7 39.875 2.7 19.1 75.0 0.0
3,9,19,65,30,50 55 29 41 32 34,101.2 101.7 39.875 2.7 19.1 75.0 0.0
4,9,19,65,33,46 32 40 42 30 37,101.2 101.7 39.875 2.7 19.1 75.0 0.0
0,9,19,66,4,17 16 17 17 22 5,101.2 101.7 39.875 2.7 19.1 75.0 0.0
1,9,19,66,21,48 34 39 24 35 30,101.2 101.7 39.875 2.7 19.1 75.0 0.0
2,9,19,66,21,56 21 35 29 20 24,101.2 101.7 39.875 2.7 19.1 75.0 0.0
3,9,19,66,22,55 29 41 32 34 30,101.2 101.7 39.875 2.7 19.1 75.0 0.0
4,9,19,66,16,32 40 42 30 37 33,101.2 101.7 39.875 2.7 19.1 75.0 0.0
0,9,19,67,9,16 17 17 22 5 4,101.2 101.7 39.875 2.7 19.1 75.0 0.0
1,9,19,67,24,34 39 24 35 30 21,101.2 101.7 39.875 2.7 19.1 75.0 0.0
2,9,19,67,12,21 35 29 20 24 21,101.2 101.7 39.875 2.7 19.1 75.0 0.0
3,9,19,67,24,29 41 32 34 30 22,101.2 101.7 39.875 2.7 19.1 75.0 0.0
4,9,19,67,13,40 42 30 37 33 16,101.2 101.7 39.875 2.7 19.1 75.0 0.0
0,9,19,68,3,17 17 22 5 4 9,101.2 101.7 39.875 2.7 19.1 75.0 0.0
1,9,19,68,23,39 24 35 30 21 24,101.2 101.7 39.875 2.7 19.1 75.0 0.0
2,9,19,68,24,35 29 20 24 21 12,101.2 101.7 39.875 2.7 19.1 75.0 0.0
3,9,19,68,12,41 32 34 30 22 24,101.2 101.7 39.875 2.7 19.1 75.0 0.0
4,9,19,68,21,42 30 37 33 16 13,101.2 101.7 39.875 2.7 19.1 75.0 0.0
0,9,19,69,1,17 22 5 4 9 3,101.2 101.7 39.875 2.7 19.1 75.0 0.0
1,9,19,69,16,24 35 30 21 24 23,101.2 101.7 39.875 2.7 19.1 75.0 0.0
2,9,19,69,16,29 20 24 21 12 24,101.2 101.7 39.875 2.7 19.1 75.0 0.0
3,9,19,69,6,32 34 30 22 24 12,101.2 101.7 39.875 2.7 19.1 75.0 0.0
4,9,19,69,7,30 37 33 16 13 21,101.2 101.7 39.875 2.7 19.1 75.0 0.0
0,9,19,70,7,22 5 4 9 3 1,101.2 101.7 39.875 2.7 19.1 75.0 0.0
1,9,19,70,10,35 30 21 24 23 16,101.2 101.7 39.875 2.7 19.1 75.0 0.0
2,9,19,70,6,20 24 21 12 24 16,101.2 101.7 39.875 2.7 19.1 75.0 0.0
3,9,19,70,11,34 30 22 24 12 6,101.2 101.7 39.875 2.7 19.1 75.0 0.0
4,9,19,70,11,37 33 16 13 21 7,101.2 101.7 39.875 2.7 19.1 75.0 0.0
0,9,19,71,6,5 4 9 3 1 7,101.2 101.7 39.875 2.7 19.1 75.0 0.0
1,9,19,71,13,30 21 24 23 16 10,101.2 101.7 39.875 2.7 19.1 75.0 0.0
2,9,19,71,12,24 21 12 24 16 6,101.2 101.7 39.875 2.7 19.1 75.0 0.0
3,9,19,71,22,30 22 24 12 6 11,101.2 101.7 39.875 2.7 19.1 75.0 0.0
4,9,19,71,16,33 16 13 21 7 11,101.2 101.7 39.875 2.7 19.1 75.0 0.0
0,9,20,0,14,4 9 3 1 7 6,101.32 101.82 42.625 3.5 21.1 68.0 0.0
1,9,20,0,139,21 24 23 16 10 13,101.32 101.82 42.625 3.5 21.1 68.0 0.0
2,9,19,0,2,21 12 24 16 6 12,100.82 101.32 41.125 2.8 22.2 76.0 0.0
3,9,20,0,17,22 24 12 6 11 22,101.32 101.82 42.625 3.5 21.1 68.0 0.0
4,9,20,0,231,16 13 21 7 11 16,101.32 101.82 42.625 3.5 21.1 68.0 0.0
0,9,20,1,13,9 3 1 7 6 14,101.32 101.82 42.625 3.5 21.1 68.0 0.0
1,9,20,1,80,24 23 16 10 13 139,101.32 101.82 42.625 3.5 21.1 68.0 0.0
2,9,20,1,2,12 24 16 6 12 2,101.32 101.82 42.625 3.5 21.1 68.0 0.0
3,9,20,1,13,24 12 6 11 22 17,101.32 101.82 42.625 3.5 21.1 68.0 0.0
4,9,20,1,148,13 21 7 11 16 231,101.32 101.82 42.625 3.5 21.1 68.0 0.0
0,9,20,2,7,3 1 7 6 14 13,101.32 101.82 42.625 3.5 21.1 68.0 0.0
1,9,20,2,37,23 16 10 13 139 80,101.32 101.82 42.625 3.5 21.1 68.0 0.0
2,9,20,2,2,24 16 6 12 2 2,101.32 101.82 42.625 3.5 21.1 68.0 0.0
3,9,20,2,17,12 6 11 22 17 13,101.32 101.82 42.625 3.5 21.1 68.0 0.0
4,9,20,2,92,21 7 11 16 231 148,101.32 101.82 42.625 3.5 21.1 68.0 0.0
0,9,20,3,6,1 7 6 14 13 7,101.32 101.82 42.625 3.5 21.1 68.0 0.0
1,9,20,3,6,16 10 13 139 80 37,101.32 101.82 42.625 3.5 21.1 68.0 0.0
2,9,20,3,1,16 6 12 2 2 2,101.32 101.82 42.625 3.5 21.1 68.0 0.0
3,9,20,3,15,6 11 22 17 13 17,101.32 101.82 42.625 3.5 21.1 68.0 0.0
4,9,20,3,9,7 11 16 231 148 92,101.32 101.82 42.625 3.5 21.1 68.0 0.0
0,9,20,4,5,7 6 14 13 7 6,101.32 101.82 42.625 3.5 21.1 68.0 0.0
1,9,20,4,8,10 13 139 80 37 6,101.32 101.82 42.625 3.5 21.1 68.0 0.0
2,9,20,4,1,6 12 2 2 2 1,101.32 101.82 42.625 3.5 21.1 68.0 0.0
3,9,20,4,14,11 22 17 13 17 15,101.32 101.82 42.625 3.5 21.1 68.0 0.0
4,9,20,4,10,11 16 231 148 92 9,101.32 101.82 42.625 3.5 21.1 68.0 0.0
0,9,20,5,5,6 14 13 7 6 5,101.32 101.82 42.625 3.5 21.1 68.0 0.0
1,9,20,5,11,13 139 80 37 6 8,101.32 101.82 42.625 3.5 21.1 68.0 0.0
2,9,20,5,5,12 2 2 2 1 1,101.32 101.82 42.625 3.5 21.1 68.0 0.0
3,9,20,5,18,22 17 13 17 15 14,101.32 101.82 42.625 3.5 21.1 68.0 0.0
4,9,20,5,5,16 231 148 92 9 10,101.32 101.82 42.625 3.5 21.1 68.0 0.0
0,9,20,6,6,14 13 7 6 5 5,101.32 101.82 42.625 3.5 21.1 68.0 0.0
1,9,20,6,8,139 80 37 6 8 11,101.32 101.82 42.625 3.5 21.1 68.0 0.0
2,9,20,6,5,2 2 2 1 1 5,101.32 101.82 42.625 3.5 21.1 68.0 0.0
3,9,20,6,12,17 13 17 15 14 18,101.32 101.82 42.625 3.5 21.1 68.0 0.0
4,9,20,6,4,231 148 92 9 10 5,101.32 101.82 42.625 3.5 21.1 68.0 0.0
0,9,20,7,9,13 7 6 5 5 6,101.32 101.82 42.625 3.5 21.1 68.0 0.0
1,9,20,7,12,80 37 6 8 11 8,101.32 101.82 42.625 3.5 21.1 68.0 0.0
2,9,20,7,5,2 2 1 1 5 5,101.32 101.82 42.625 3.5 21.1 68.0 0.0
3,9,20,7,17,13 17 15 14 18 12,101.32 101.82 42.625 3.5 21.1 68.0 0.0
4,9,20,7,4,148 92 9 10 5 4,101.32 101.82 42.625 3.5 21.1 68.0 0.0
0,9,20,8,7,7 6 5 5 6 9,101.32 101.82 42.625 3.5 21.1 68.0 0.0
1,9,20,8,8,37 6 8 11 8 12,101.32 101.82 42.625 3.5 21.1 68.0 0.0
2,9,20,8,5,2 1 1 5 5 5,101.32 101.82 42.625 3.5 21.1 68.0 0.0
3,9,20,8,13,17 15 14 18 12 17,101.32 101.82 42.625 3.5 21.1 68.0 0.0
4,9,20,8,8,92 9 10 5 4 4,101.32 101.82 42.625 3.5 21.1 68.0 0.0
0,9,20,9,10,6 5 5 6 9 7,101.35 101.85 44.25 2.6 23.9 58.0 0.0
1,9,20,9,2,6 8 11 8 12 8,101.35 101.85 44.25 2.6 23.9 58.0 0.0
2,9,20,9,5,1 1 5 5 5 5,101.35 101.85 44.25 2.6 23.9 58.0 0.0
3,9,20,9,7,15 14 18 12 17 13,101.35 101.85 44.25 2.6 23.9 58.0 0.0
4,9,20,9,6,9 10 5 4 4 8,101.35 101.85 44.25 2.6 23.9 58.0 0.0
0,9,20,10,8,5 5 6 9 7 10,101.35 101.85 44.25 2.6 23.9 58.0 0.0
1,9,20,10,13,8 11 8 12 8 2,101.35 101.85 44.25 2.6 23.9 58.0 0.0
2,9,20,10,5,1 5 5 5 5 5,101.35 101.85 44.25 2.6 23.9 58.0 0.0
3,9,20,10,8,14 18 12 17 13 7,101.35 101.85 44.25 2.6 23.9 58.0 0.0
4,9,20,10,3,10 5 4 4 8 6,101.35 101.85 44.25 2.6 23.9 58.0 0.0
0,9,20,11,5,5 6 9 7 10 8,101.35 101.85 44.25 2.6 23.9 58.0 0.0
1,9,20,11,18,11 8 12 8 2 13,101.35 101.85 44.25 2.6 23.9 58.0 0.0
2,9,20,11,5,5 5 5 5 5 5,101.35 101.85 44.25 2.6 23.9 58.0 0.0
3,9,20,11,11,18 12 17 13 7 8,101.35 101.85 44.25 2.6 23.9 58.0 0.0
4,9,20,11,6,5 4 4 8 6 3,101.35 101.85 44.25 2.6 23.9 58.0 0.0
0,9,20,12,11,6 9 7 10 8 5,101.35 101.85 44.25 2.6 23.9 58.0 0.0
1,9,20,12,20,8 12 8 2 13 18,101.35 101.85 44.25 2.6 23.9 58.0 0.0
2,9,20,12,5,5 5 5 5 5 5,101.35 101.85 44.25 2.6 23.9 58.0 0.0
3,9,20,12,10,12 17 13 7 8 11,101.35 101.85 44.25 2.6 23.9 58.0 0.0
4,9,20,12,6,4 4 8 6 3 6,101.35 101.85 44.25 2.6 23.9 58.0 0.0
0,9,20,13,8,9 7 10 8 5 11,101.35 101.85 44.25 2.6 23.9 58.0 0.0
1,9,20,13,17,12 8 2 13 18 20,101.35 101.85 44.25 2.6 23.9 58.0 0.0
2,9,20,13,5,5 5 5 5 5 5,101.35 101.85 44.25 2.6 23.9 58.0 0.0
3,9,20,13,9,17 13 7 8 11 10,101.35 101.85 44.25 2.6 23.9 58.0 0.0
4,9,20,13,6,4 8 6 3 6 6,101.35 101.85 44.25 2.6 23.9 58.0 0.0
0,9,20,14,15,7 10 8 5 11 8,101.35 101.85 44.25 2.6 23.9 58.0 0.0
1,9,20,14,20,8 2 13 18 20 17,101.35 101.85 44.25 2.6 23.9 58.0 0.0
2,9,20,14,5,5 5 5 5 5 5,101.35 101.85 44.25 2.6 23.9 58.0 0.0
3,9,20,14,11,13 7 8 11 10 9,101.35 101.85 44.25 2.6 23.9 58.0 0.0
4,9,20,14,4,8 6 3 6 6 6,101.35 101.85 44.25 2.6 23.9 58.0 0.0
0,9,20,15,9,10 8 5 11 8 15,101.35 101.85 44.25 2.6 23.9 58.0 0.0
1,9,20,15,27,2 13 18 20 17 20,101.35 101.85 44.25 2.6 23.9 58.0 0.0
2,9,20,15,5,5 5 5 5 5 5,101.35 101.85 44.25 2.6 23.9 58.0 0.0
3,9,20,15,12,7 8 11 10 9 11,101.35 101.85 44.25 2.6 23.9 58.0 0.0
4,9,20,15,12,6 3 6 6 6 4,101.35 101.85 44.25 2.6 23.9 58.0 0.0
0,9,20,16,4,8 5 11 8 15 9,101.35 101.85 44.25 2.6 23.9 58.0 0.0
1,9,20,16,37,13 18 20 17 20 27,101.35 101.85 44.25 2.6 23.9 58.0 0.0
2,9,20,16,18,5 5 5 5 5 5,101.35 101.85 44.25 2.6 23.9 58.0 0.0
3,9,20,16,17,8 11 10 9 11 12,101.35 101.85 44.25 2.6 23.9 58.0 0.0
4,9,20,16,12,3 6 6 6 4 12,101.35 101.85 44.25 2.6 23.9 58.0 0.0
0,9,20,17,10,5 11 8 15 9 4,101.35 101.85 44.25 2.6 23.9 58.0 0.0
1,9,20,17,35,18 20 17 20 27 37,101.35 101.85 44.25 2.6 23.9 58.0 0.0
2,9,20,17,21,5 5 5 5 5 18,101.35 101.85 44.25 2.6 23.9 58.0 0.0
3,9,20,17,20,11 10 9 11 12 17,101.35 101.85 44.25 2.6 23.9 58.0 0.0
4,9,20,17,18,6 6 6 4 12 12,101.35 101.85 44.25 2.6 23.9 58.0 0.0
0,9,20,18,13,11 8 15 9 4 10,101.22 101.72 0.875 4.6 26.9 43.0 0.0
1,9,20,18,47,20 17 20 27 37 35,101.22 101.72 0.875 4.6 26.9 43.0 0.0
2,9,20,18,33,5 5 5 5 18 21,101.22 101.72 0.875 4.6 26.9 43.0 0.0
3,9,20,18,31,10 9 11 12 17 20,101.22 101.72 0.875 4.6 26.9 43.0 0.0
4,9,20,18,24,6 6 4 12 12 18,101.22 101.72 0.875 4.6 26.9 43.0 0.0
0,9,20,19,20,8 15 9 4 10 13,101.22 101.72 0.875 4.6 26.9 43.0 0.0
1,9,20,19,59,17 20 27 37 35 47,101.22 101.72 0.875 4.6 26.9 43.0 0.0
2,9,20,19,31,5 5 5 18 21 33,101.22 101.72 0.875 4.6 26.9 43.0 0.0
3,9,20,19,43,9 11 12 17 20 31,101.22 101.72 0.875 4.6 26.9 43.0 0.0
4,9,20,19,43,6 4 12 12 18 24,101.22 101.72 0.875 4.6 26.9 43.0 0.0
0,9,20,20,29,15 9 4 10 13 20,101.22 101.72 0.875 4.6 26.9 43.0 0.0
1,9,20,20,69,20 27 37 35 47 59,101.22 101.72 0.875 4.6 26.9 43.0 0.0
2,9,20,20,54,5 5 18 21 33 31,101.22 101.72 0.875 4.6 26.9 43.0 0.0
3,9,20,20,80,11 12 17 20 31 43,101.22 101.72 0.875 4.6 26.9 43.0 0.0
4,9,20,20,66,4 12 12 18 24 43,101.22 101.72 0.875 4.6 26.9 43.0 0.0
0,9,20,21,38,9 4 10 13 20 29,101.22 101.72 0.875 4.6 26.9 43.0 0.0
1,9,20,21,88,27 37 35 47 59 69,101.22 101.72 0.875 4.6 26.9 43.0 0.0
2,9,20,21,79,5 18 21 33 31 54,101.22 101.72 0.875 4.6 26.9 43.0 0.0
3,9,20,21,113,12 17 20 31 43 80,101.22 101.72 0.875 4.6 26.9 43.0 0.0
4,9,20,21,83,12 12 18 24 43 66,101.22 101.72 0.875 4.6 26.9 43.0 0.0
0,9,20,22,30,4 10 13 20 29 38,101.22 101.72 0.875 4.6 26.9 43.0 0.0
1,9,20,22,126,37 35 47 59 69 88,101.22 101.72 0.875 4.6 26.9 43.0 0.0
2,9,20,22,86,18 21 33 31 54 79,101.22 101.72 0.875 4.6 26.9 43.0 0.0
3,9,20,22,141,17 20 31 43 80 113,101.22 101.72 0.875 4.6 26.9 43.0 0.0
4,9,20,22,97,12 18 24 43 66 83,101.22 101.72 0.875 4.6 26.9 43.0 0.0
0,9,20,23,31,10 13 20 29 38 30,101.22 101.72 0.875 4.6 26.9 43.0 0.0
1,9,20,23,139,35 47 59 69 88 126,101.22 101.72 0.875 4.6 26.9 43.0 0.0
2,9,20,23,93,21 33 31 54 79 86,101.22 101.72 0.875 4.6 26.9 43.0 0.0
3,9,20,23,136,20 31 43 80 113 141,101.22 101.72 0.875 4.6 26.9 43.0 0.0
4,9,20,23,122,18 24 43 66 83 97,101.22 101.72 0.875 4.6 26.9 43.0 0.0
0,9,20,24,53,13 20 29 38 30 31,101.22 101.72 0.875 4.6 26.9 43.0 0.0
1,9,20,24,132,47 59 69 88 126 139,101.22 101.72 0.875 4.6 26.9 43.0 0.0
2,9,20,24,112,33 31 54 79 86 93,101.22 101.72 0.875 4.6 26.9 43.0 0.0
3,9,20,24,145,31 43 80 113 141 136,101.22 101.72 0.875 4.6 26.9 43.0 0.0
4,9,20,24,154,24 43 66 83 97 122,101.22 101.72 0.875 4.6 26.9 43.0 0.0
0,9,20,25,50,20 29 38 30 31 53,101.22 101.72 0.875 4.6 26.9 43.0 0.0
1,9,20,25,151,59 69 88 126 139 132,101.22 101.72 0.875 4.6 26.9 43.0 0.0
2,9,20,25,111,31 54 79 86 93 112,101.22 101.72 0.875 4.6 26.9 43.0 0.0
3,9,20,25,173,43 80 113 141 136 145,101.22 101.72 0.875 4.6 26.9 43.0 0.0
4,9,20,25,209,43 66 83 97 122 154,101.22 101.72 0.875 4.6 26.9 43.0 0.0
0,9,20,26,45,29 38 30 31 53 50,101.22 101.72 0.875 4.6 26.9 43.0 0.0
1,9,20,26,131,69 88 126 139 132 151,101.22 101.72 0.875 4.6 26.9 43.0 0.0
2,9,20,26,112,54 79 86 93 112 111,101.22 101.72 0.875 4.6 26.9 43.0 0.0
3,9,20,26,154,80 113 141 136 145 173,101.22 101.72 0.875 4.6 26.9 43.0 0.0
4,9,20,26,210,66 83 97 122 154 209,101.22 101.72 0.875 4.6 26.9 43.0 0.0
0,9,20,27,51,38 30 31 53 50 45,101.26 101.76 1.375 4.5 25.4 42.0 0.0
1,9,20,27,150,88 126 139 132 151 131,101.26 101.76 1.375 4.5 25.4 42.0 0.0
2,9,20,27,105,79 86 93 112 111 112,101.26 101.76 1.375 4.5 25.4 42.0 0.0
3,9,20,27,144,113 141 136 145 173 154,101.26 101.76 1.375 4.5 25.4 42.0 0.0
4,9,20,27,191,83 97 122 154 209 210,101.26 101.76 1.375 4.5 25.4 42.0 0.0
0,9,20,28,68,30 31 53 50 45 51,101.26 101.76 1.375 4.5 25.4 42.0 0.0
1,9,20,28,142,126 139 132 151 131 150,101.26 101.76 1.375 4.5 25.4 42.0 0.0
2,9,20,28,99,86 93 112 111 112 105,101.26 101.76 1.375 4.5 25.4 42.0 0.0
3,9,20,28,142,141 136 145 173 154 144,101.26 101.76 1.375 4.5 25.4 42.0 0.0
4,9,20,28,222,97 122 154 209 210 191,101.26 101.76 1.375 4.5 25.4 42.0 0.0
0,9,20,29,59,31 53 50 45 51 68,101.26 101.76 1.375 4.5 25.4 42.0 0.0
1,9,20,29,173,139 132 151 131 150 142,101.26 101.76 1.375 4.5 25.4 42.0 0.0
2,9,20,29,87,93 112 111 112 105 99,101.26 101.76 1.375 4.5 25.4 42.0 0.0
3,9,20,29,144,136 145 173 154 144 142,101.26 101.76 1.375 4.5 25.4 42.0 0.0
4,9,20,29,174,122 154 209 210 191 222,101.26 101.76 1.375 4.5 25.4 42.0 0.0
0,9,20,30,56,53 50 45 51 68 59,101.26 101.76 1.375 4.5 25.4 42.0 0.0
1,9,20,30,96,132 151 131 150 142 173,101.26 101.76 1.375 4.5 25.4 42.0 0.0
2,9,20,30,85,112 111 112 105 99 87,101.26 101.76 1.375 4.5 25.4 42.0 0.0
3,9,20,30,123,145 173 154 144 142 144,101.26 101.76 1.375 4.5 25.4 42.0 0.0
4,9,20,30,81,154 209 210 191 222 174,101.26 101.76 1.375 4.5 25.4 42.0 0.0
0,9,20,31,60,50 45 51 68 59 56,101.26 101.76 1.375 4.5 25.4 42.0 0.0
1,9,20,31,92,151 131 150 142 173 96,101.26 101.76 1.375 4.5 25.4 42.0 0.0
2,9,20,31,76,111 112 105 99 87 85,101.26 101.76 1.375 4.5 25.4 42.0 0.0
3,9,20,31,137,173 154 144 142 144 123,101.26 101.76 1.375 4.5 25.4 42.0 0.0
4,9,20,31,97,209 210 191 222 174 81,101.26 101.76 1.375 4.5 25.4 42.0 0.0
0,9,20,32,63,45 51 68 59 56 60,101.26 101.76 1.375 4.5 25.4 42.0 0.0
1,9,20,32,92,131 150 142 173 96 92,101.26 101.76 1.375 4.5 25.4 42.0 0.0
2,9,20,32,80,112 105 99 87 85 76,101.26 101.76 1.375 4.5 25.4 42.0 0.0
3,9,20,32,114,154 144 142 144 123 137,101.26 101.76 1.375 4.5 25.4 42.0 0.0
4,9,20,32,77,210 191 222 174 81 97,101.26 101.76 1.375 4.5 25.4 42.0 0.0
0,9,20,33,57,51 68 59 56 60 63,101.26 101.76 1.375 4.5 25.4 42.0 0.0
1,9,20,33,90,150 142 173 96 92 92,101.26 101.76 1.375 4.5 25.4 42.0 0.0
2,9,20,33,63,105 99 87 85 76 80,101.26 101.76 1.375 4.5 25.4 42.0 0.0
3,9,20,33,120,144 142 144 123 137 114,101.26 101.76 1.375 4.5 25.4 42.0 0.0
4,9,20,33,79,191 222 174 81 97 77,101.26 101.76 1.375 4.5 25.4 42.0 0.0
0,9,20,34,64,68 59 56 60 63 57,101.26 101.76 1.375 4.5 25.4 42.0 0.0
1,9,20,34,98,142 173 96 92 92 90,101.26 101.76 1.375 4.5 25.4 42.0 0.0
2,9,20,34,46,99 87 85 76 80 63,101.26 101.76 1.375 4.5 25.4 42.0 0.0
3,9,20,34,102,142 144 123 137 114 120,101.26 101.76 1.375 4.5 25.4 42.0 0.0
4,9,20,34,82,222 174 81 97 77 79,101.26 101.76 1.375 4.5 25.4 42.0 0.0
0,9,20,35,50,59 56 60 63 57 64,101.26 101.76 1.375 4.5 25.4 42.0 0.0
1,9,20,35,87,173 96 92 92 90 98,101.26 101.76 1.375 4.5 25.4 42.0 0.0
2,9,20,35,55,87 85 76 80 63 46,101.26 101.76 1.375 4.5 25.4 42.0 0.0
3,9,20,35,111,144 123 137 114 120 102,101.26 101.76 1.375 4.5 25.4 42.0 0.0
4,9,20,35,83,174 81 97 77 79 82,101.26 101.76 1.375 4.5 25.4 42.0 0.0
0,9,20,36,53,56 60 63 57 64 50,101.37 101.87 3.125 1.7 22.1 53.0 0.0
1,9,20,36,86,96 92 92 90 98 87,101.37 101.87 3.125 1.7 22.1 53.0 0.0
2,9,20,36,73,85 76 80 63 46 55,101.37 101.87 3.125 1.7 22.1 53.0 0.0
3,9,20,36,101,123 137 114 120 102 111,101.37 101.87 3.125 1.7 22.1 53.0 0.0
4,9,20,36,109,81 97 77 79 82 83,101.37 101.87 3.125 1.7 22.1 53.0 0.0
0,9,20,37,62,60 63 57 64 50 53,101.37 101.87 3.125 1.7 22.1 53.0 0.0
1,9,20,37,82,92 92 90 98 87 86,101.37 101.87 3.125 1.7 22.1 53.0 0.0
2,9,20,37,88,76 80 63 46 55 73,101.37 101.87 3.125 1.7 22.1 53.0 0.0
3,9,20,37,122,137 114 120 102 111 101,101.37 101.87 3.125 1.7 22.1 53.0 0.0
4,9,20,37,78,97 77 79 82 83 109,101.37 101.87 3.125 1.7 22.1 53.0 0.0
0,9,20,38,75,63 57 64 50 53 62,101.37 101.87 3.125 1.7 22.1 53.0 0.0
1,9,20,38,70,92 90 98 87 86 82,101.37 101.87 3.125 1.7 22.1 53.0 0.0
2,9,20,38,80,80 63 46 55 73 88,101.37 101.87 3.125 1.7 22.1 53.0 0.0
3,9,20,38,133,114 120 102 111 101 122,101.37 101.87 3.125 1.7 22.1 53.0 0.0
4,9,20,38,92,77 79 82 83 109 78,101.37 101.87 3.125 1.7 22.1 53.0 0.0
0,9,20,39,98,57 64 50 53 62 75,101.37 101.87 3.125 1.7 22.1 53.0 0.0
1,9,20,39,99,90 98 87 86 82 70,101.37 101.87 3.125 1.7 22.1 53.0 0.0
2,9,20,39,75,63 46 55 73 88 80,101.37 101.87 3.125 1.7 22.1 53.0 0.0
3,9,20,39,130,120 102 111 101 122 133,101.37 101.87 3.125 1.7 22.1 53.0 0.0
4,9,20,39,94,79 82 83 109 78 92,101.37 101.87 3.125 1.7 22.1 53.0 0.0
0,9,20,40,82,64 50 53 62 75 98,101.37 101.87 3.125 1.7 22.1 53.0 0.0
1,9,20,40,95,98 87 86 82 70 99,101.37 101.87 3.125 1.7 22.1 53.0 0.0
2,9,20,40,96,46 55 73 88 80 75,101.37 101.87 3.125 1.7 22.1 53.0 0.0
3,9,20,40,143,102 111 101 122 133 130,101.37 101.87 3.125 1.7 22.1 53.0 0.0
4,9,20,40,88,82 83 109 78 92 94,101.37 101.87 3.125 1.7 22.1 53.0 0.0
0,9,20,41,84,50 53 62 75 98 82,101.37 101.87 3.125 1.7 22.1 53.0 0.0
1,9,20,41,103,87 86 82 70 99 95,101.37 101.87 3.125 1.7 22.1 53.0 0.0
2,9,20,41,69,55 73 88 80 75 96,101.37 101.87 3.125 1.7 22.1 53.0 0.0
3,9,20,41,136,111 101 122 133 130 143,101.37 101.87 3.125 1.7 22.1 53.0 0.0
4,9,20,41,99,83 109 78 92 94 88,101.37 101.87 3.125 1.7 22.1 53.0 0.0
0,9,20,42,81,53 62 75 98 82 84,101.37 101.87 3.125 1.7 22.1 53.0 0.0
1,9,20,42,105,86 82 70 99 95 103,101.37 101.87 3.125 1.7 22.1 53.0 0.0
2,9,20,42,81,73 88 80 75 96 69,101.37 101.87 3.125 1.7 22.1 53.0 0.0
3,9,20,42,131,101 122 133 130 143 136,101.37 101.87 3.125 1.7 22.1 53.0 0.0
4,9,20,42,99,109 78 92 94 88 99,101.37 101.87 3.125 1.7 22.1 53.0 0.0
0,9,20,43,90,62 75 98 82 84 81,101.37 101.87 3.125 1.7 22.1 53.0 0.0
1,9,20,43,94,82 70 99 95 103 105,101.37 101.87 3.125 1.7 22.1 53.0 0.0
2,9,20,43,72,88 80 75 96 69 81,101.37 101.87 3.125 1.7 22.1 53.0 0.0
3,9,20,43,141,122 133 130 143 136 131,101.37 101.87 3.125 1.7 22.1 53.0 0.0
4,9,20,43,81,78 92 94 88 99 99,101.37 101.87 3.125 1.7 22.1 53.0 0.0
0,9,20,44,67,75 98 82 84 81 90,101.37 101.87 3.125 1.7 22.1 53.0 0.0
1,9,20,44,99,70 99 95 103 105 94,101.37 101.87 3.125 1.7 22.1 53.0 0.0
2,9,20,44,70,80 75 96 69 81 72,101.37 101.87 3.125 1.7 22.1 53.0 0.0
3,9,20,44,122,133 130 143 136 131 141,101.37 101.87 3.125 1.7 22.1 53.0 0.0
4,9,20,44,89,92 94 88 99 99 81,101.37 101.87 3.125 1.7 22.1 53.0 0.0
0,9,20,45,71,98 82 84 81 90 67,101.4 101.9 40.75 2.2 20.5 65.0 0.0
1,9,20,45,78,99 95 103 105 94 99,101.4 101.9 40.75 2.2 20.5 65.0 0.0
2,9,20,45,62,75 96 69 81 72 70,101.4 101.9 40.75 2.2 20.5 65.0 0.0
