"tollgate_id","time_window","direction","volume","has_etc","car_model"
"2","(2016-09-19 15:20:00,2016-09-19 15:40:00)","0","67","15","[0, 58, 9, 0, 0, 0, 0, 0]"
"1","(2016-09-19 15:40:00,2016-09-19 16:00:00)","1","92","21","[0, 82, 7, 1, 1, 1, 0, 0]"
"1","(2016-09-19 15:40:00,2016-09-19 16:00:00)","0","43","10","[0, 38, 5, 0, 0, 0, 0, 0]"
"3","(2016-09-19 15:40:00,2016-09-19 16:00:00)","1","83","19","[0, 74, 3, 5, 0, 1, 0, 0]"
"3","(2016-09-19 15:40:00,2016-09-19 16:00:00)","0","115","33","[0, 96, 19, 0, 0, 0, 0, 0]"
"2","(2016-09-19 15:40:00,2016-09-19 16:00:00)","0","74","14","[0, 62, 12, 0, 0, 0, 0, 0]"
"1","(2016-09-19 16:00:00,2016-09-19 16:20:00)","1","110","27","[0, 99, 7, 1, 1, 2, 0, 0]"
"1","(2016-09-19 16:00:00,2016-09-19 16:20:00)","0","42","11","[0, 38, 3, 1, 0, 0, 0, 0]"
"3","(2016-09-19 16:00:00,2016-09-19 16:20:00)","1","101","26","[0, 98, 3, 0, 0, 0, 0, 0]"
"3","(2016-09-19 16:00:00,2016-09-19 16:20:00)","0","123","27","[0, 102, 19, 0, 2, 0, 0, 0]"
"2","(2016-09-19 16:00:00,2016-09-19 16:20:00)","0","76","16","[0, 66, 10, 0, 0, 0, 0, 0]"
"1","(2016-09-19 16:20:00,2016-09-19 16:40:00)","1","122","29","[0, 109, 11, 0, 2, 0, 0, 0]"
"1","(2016-09-19 16:20:00,2016-09-19 16:40:00)","0","46","11","[0, 42, 3, 0, 1, 0, 0, 0]"
"3","(2016-09-19 16:20:00,2016-09-19 16:40:00)","1","90","13","[0, 82, 4, 1, 1, 2, 0, 0]"
"3","(2016-09-19 16:20:00,2016-09-19 16:40:00)","0","111","26","[1, 95, 14, 0, 1, 0, 0, 0]"
"2","(2016-09-19 16:20:00,2016-09-19 16:40:00)","0","86","23","[0, 85, 1, 0, 0, 0, 0, 0]"
"1","(2016-09-19 16:40:00,2016-09-19 17:00:00)","1","116","34","[0, 104, 7, 3, 1, 1, 0, 0]"
"1","(2016-09-19 16:40:00,2016-09-19 17:00:00)","0","55","19","[0, 52, 2, 0, 1, 0, 0, 0]"
"3","(2016-09-19 16:40:00,2016-09-19 17:00:00)","1","115","32","[0, 105, 7, 3, 0, 0, 0, 0]"
"3","(2016-09-19 16:40:00,2016-09-19 17:00:00)","0","116","28","[0, 89, 26, 0, 1, 0, 0, 0]"
"2","(2016-09-19 16:40:00,2016-09-19 17:00:00)","0","99","22","[0, 86, 12, 1, 0, 0, 0, 0]"
"1","(2016-09-19 17:00:00,2016-09-19 17:20:00)","1","96","31","[0, 85, 6, 1, 2, 1, 0, 1]"
"1","(2016-09-19 17:00:00,2016-09-19 17:20:00)","0","36","7","[0, 30, 4, 1, 1, 0, 0, 0]"
"3","(2016-09-19 17:00:00,2016-09-19 17:20:00)","1","86","26","[0, 79, 3, 1, 2, 1, 0, 0]"
"3","(2016-09-19 17:00:00,2016-09-19 17:20:00)","0","110","22","[0, 90, 18, 0, 2, 0, 0, 0]"
"2","(2016-09-19 17:00:00,2016-09-19 17:20:00)","0","85","17","[0, 74, 8, 1, 2, 0, 0, 0]"
"1","(2016-09-19 17:20:00,2016-09-19 17:40:00)","1","116","45","[0, 103, 4, 2, 5, 2, 0, 0]"
"1","(2016-09-19 17:20:00,2016-09-19 17:40:00)","0","34","8","[0, 33, 0, 1, 0, 0, 0, 0]"
"3","(2016-09-19 17:20:00,2016-09-19 17:40:00)","1","85","30","[0, 79, 3, 3, 0, 0, 0, 0]"
"3","(2016-09-19 17:20:00,2016-09-19 17:40:00)","0","118","30","[0, 98, 19, 0, 1, 0, 0, 0]"
"2","(2016-09-19 17:20:00,2016-09-19 17:40:00)","0","72","23","[0, 65, 6, 1, 0, 0, 0, 0]"
"1","(2016-09-19 17:40:00,2016-09-19 18:00:00)","1","112","38","[0, 97, 4, 6, 3, 2, 0, 0]"
"1","(2016-09-19 17:40:00,2016-09-19 18:00:00)","0","24","8","[0, 22, 2, 0, 0, 0, 0, 0]"
"3","(2016-09-19 17:40:00,2016-09-19 18:00:00)","1","91","24","[0, 78, 2, 6, 0, 5, 0, 0]"
"3","(2016-09-19 17:40:00,2016-09-19 18:00:00)","0","95","18","[0, 79, 14, 0, 2, 0, 0, 0]"
"2","(2016-09-19 17:40:00,2016-09-19 18:00:00)","0","53","15","[0, 47, 6, 0, 0, 0, 0, 0]"
"1","(2016-09-19 18:00:00,2016-09-19 18:20:00)","1","67","21","[0, 59, 2, 3, 1, 2, 0, 0]"
"1","(2016-09-19 18:00:00,2016-09-19 18:20:00)","0","29","11","[0, 27, 0, 2, 0, 0, 0, 0]"
"3","(2016-09-19 18:00:00,2016-09-19 18:20:00)","1","73","24","[0, 62, 5, 3, 0, 3, 0, 0]"
"3","(2016-09-19 18:00:00,2016-09-19 18:20:00)","0","94","14","[0, 71, 22, 0, 1, 0, 0, 0]"
"2","(2016-09-19 18:00:00,2016-09-19 18:20:00)","0","55","18","[0, 49, 6, 0, 0, 0, 0, 0]"
"1","(2016-09-19 18:20:00,2016-09-19 18:40:00)","1","94","30","[0, 83, 7, 0, 1, 3, 0, 0]"
"1","(2016-09-19 18:20:00,2016-09-19 18:40:00)","0","27","5","[0, 25, 2, 0, 0, 0, 0, 0]"
"3","(2016-09-19 18:20:00,2016-09-19 18:40:00)","1","78","24","[0, 69, 1, 3, 0, 5, 0, 0]"
"3","(2016-09-19 18:20:00,2016-09-19 18:40:00)","0","56","10","[0, 38, 15, 2, 1, 0, 0, 0]"
"2","(2016-09-19 18:20:00,2016-09-19 18:40:00)","0","50","15","[0, 48, 2, 0, 0, 0, 0, 0]"
"1","(2016-09-19 18:40:00,2016-09-19 19:00:00)","1","65","24","[0, 59, 2, 1, 2, 1, 0, 0]"
"1","(2016-09-19 18:40:00,2016-09-19 19:00:00)","0","18","1","[0, 16, 2, 0, 0, 0, 0, 0]"
"3","(2016-09-19 18:40:00,2016-09-19 19:00:00)","1","77","24","[0, 70, 4, 1, 1, 1, 0, 0]"
"3","(2016-09-19 18:40:00,2016-09-19 19:00:00)","0","61","9","[0, 44, 17, 0, 0, 0, 0, 0]"
"2","(2016-09-19 18:40:00,2016-09-19 19:00:00)","0","49","13","[0, 44, 3, 0, 1, 0, 0, 1]"
"1","(2016-09-19 19:00:00,2016-09-19 19:20:00)","1","62","15","[0, 50, 4, 4, 1, 3, 0, 0]"
"1","(2016-09-19 19:00:00,2016-09-19 19:20:00)","0","13","4","[0, 12, 1, 0, 0, 0, 0, 0]"
"3","(2016-09-19 19:00:00,2016-09-19 19:20:00)","1","44","12","[0, 37, 2, 3, 0, 2, 0, 0]"
"3","(2016-09-19 19:00:00,2016-09-19 19:20:00)","0","51","10","[0, 39, 11, 0, 1, 0, 0, 0]"
"2","(2016-09-19 19:00:00,2016-09-19 19:20:00)","0","44","12","[0, 41, 3, 0, 0, 0, 0, 0]"
"1","(2016-09-19 19:20:00,2016-09-19 19:40:00)","1","44","9","[0, 38, 6, 0, 0, 0, 0, 0]"
"1","(2016-09-19 19:20:00,2016-09-19 19:40:00)","0","22","5","[0, 19, 1, 2, 0, 0, 0, 0]"
"3","(2016-09-19 19:20:00,2016-09-19 19:40:00)","1","45","14","[0, 41, 2, 0, 0, 2, 0, 0]"
"3","(2016-09-19 19:20:00,2016-09-19 19:40:00)","0","61","15","[0, 42, 15, 0, 4, 0, 0, 0]"
"2","(2016-09-19 19:20:00,2016-09-19 19:40:00)","0","49","12","[0, 41, 8, 0, 0, 0, 0, 0]"
"1","(2016-09-19 19:40:00,2016-09-19 20:00:00)","1","41","12","[0, 37, 2, 1, 0, 1, 0, 0]"
"1","(2016-09-19 19:40:00,2016-09-19 20:00:00)","0","27","6","[1, 24, 2, 0, 0, 0, 0, 0]"
"3","(2016-09-19 19:40:00,2016-09-19 20:00:00)","1","46","11","[0, 43, 2, 1, 0, 0, 0, 0]"
"3","(2016-09-19 19:40:00,2016-09-19 20:00:00)","0","50","11","[0, 42, 8, 0, 0, 0, 0, 0]"
"2","(2016-09-19 19:40:00,2016-09-19 20:00:00)","0","41","7","[0, 29, 12, 0, 0, 0, 0, 0]"
"1","(2016-09-19 20:00:00,2016-09-19 20:20:00)","1","48","8","[0, 37, 6, 2, 0, 3, 0, 0]"
"1","(2016-09-19 20:00:00,2016-09-19 20:20:00)","0","17","6","[0, 17, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-19 20:00:00,2016-09-19 20:20:00)","1","32","9","[0, 30, 1, 0, 1, 0, 0, 0]"
"3","(2016-09-19 20:00:00,2016-09-19 20:20:00)","0","55","13","[0, 46, 9, 0, 0, 0, 0, 0]"
"2","(2016-09-19 20:00:00,2016-09-19 20:20:00)","0","56","9","[0, 43, 12, 0, 1, 0, 0, 0]"
"1","(2016-09-19 20:20:00,2016-09-19 20:40:00)","1","34","6","[0, 31, 0, 1, 0, 2, 0, 0]"
"1","(2016-09-19 20:20:00,2016-09-19 20:40:00)","0","16","4","[0, 15, 1, 0, 0, 0, 0, 0]"
"3","(2016-09-19 20:20:00,2016-09-19 20:40:00)","1","40","13","[0, 39, 1, 0, 0, 0, 0, 0]"
"3","(2016-09-19 20:20:00,2016-09-19 20:40:00)","0","29","6","[0, 20, 9, 0, 0, 0, 0, 0]"
"2","(2016-09-19 20:20:00,2016-09-19 20:40:00)","0","21","4","[0, 16, 5, 0, 0, 0, 0, 0]"
"1","(2016-09-19 20:40:00,2016-09-19 21:00:00)","1","39","11","[0, 36, 2, 0, 0, 1, 0, 0]"
"1","(2016-09-19 20:40:00,2016-09-19 21:00:00)","0","17","4","[0, 17, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-19 20:40:00,2016-09-19 21:00:00)","1","42","11","[0, 37, 3, 1, 1, 0, 0, 0]"
"3","(2016-09-19 20:40:00,2016-09-19 21:00:00)","0","41","5","[0, 29, 12, 0, 0, 0, 0, 0]"
"2","(2016-09-19 20:40:00,2016-09-19 21:00:00)","0","35","9","[0, 27, 8, 0, 0, 0, 0, 0]"
"1","(2016-09-19 21:00:00,2016-09-19 21:20:00)","1","24","8","[0, 21, 2, 1, 0, 0, 0, 0]"
"1","(2016-09-19 21:00:00,2016-09-19 21:20:00)","0","17","4","[0, 14, 3, 0, 0, 0, 0, 0]"
"3","(2016-09-19 21:00:00,2016-09-19 21:20:00)","1","30","5","[0, 27, 0, 2, 0, 1, 0, 0]"
"3","(2016-09-19 21:00:00,2016-09-19 21:20:00)","0","32","5","[0, 19, 13, 0, 0, 0, 0, 0]"
"2","(2016-09-19 21:00:00,2016-09-19 21:20:00)","0","29","6","[0, 21, 8, 0, 0, 0, 0, 0]"
"1","(2016-09-19 21:20:00,2016-09-19 21:40:00)","1","35","10","[0, 30, 4, 0, 0, 1, 0, 0]"
"1","(2016-09-19 21:20:00,2016-09-19 21:40:00)","0","22","9","[0, 18, 4, 0, 0, 0, 0, 0]"
"3","(2016-09-19 21:20:00,2016-09-19 21:40:00)","1","37","11","[0, 32, 3, 1, 0, 1, 0, 0]"
"3","(2016-09-19 21:20:00,2016-09-19 21:40:00)","0","34","6","[0, 23, 11, 0, 0, 0, 0, 0]"
"2","(2016-09-19 21:20:00,2016-09-19 21:40:00)","0","20","6","[0, 15, 5, 0, 0, 0, 0, 0]"
"1","(2016-09-19 21:40:00,2016-09-19 22:00:00)","1","30","8","[0, 25, 3, 0, 0, 0, 0, 2]"
"1","(2016-09-19 21:40:00,2016-09-19 22:00:00)","0","5","1","[0, 4, 1, 0, 0, 0, 0, 0]"
"3","(2016-09-19 21:40:00,2016-09-19 22:00:00)","1","33","10","[0, 31, 0, 1, 0, 1, 0, 0]"
"3","(2016-09-19 21:40:00,2016-09-19 22:00:00)","0","30","3","[0, 17, 13, 0, 0, 0, 0, 0]"
"2","(2016-09-19 21:40:00,2016-09-19 22:00:00)","0","24","4","[0, 20, 4, 0, 0, 0, 0, 0]"
"1","(2016-09-19 22:00:00,2016-09-19 22:20:00)","1","21","4","[0, 14, 3, 2, 0, 2, 0, 0]"
"1","(2016-09-19 22:00:00,2016-09-19 22:20:00)","0","4","0","[0, 4, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-19 22:00:00,2016-09-19 22:20:00)","1","16","5","[0, 15, 0, 0, 0, 1, 0, 0]"
"3","(2016-09-19 22:00:00,2016-09-19 22:20:00)","0","22","7","[0, 16, 6, 0, 0, 0, 0, 0]"
"2","(2016-09-19 22:00:00,2016-09-19 22:20:00)","0","21","5","[0, 16, 5, 0, 0, 0, 0, 0]"
"1","(2016-09-19 22:20:00,2016-09-19 22:40:00)","1","24","6","[0, 20, 1, 0, 1, 2, 0, 0]"
"1","(2016-09-19 22:20:00,2016-09-19 22:40:00)","0","9","2","[0, 9, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-19 22:20:00,2016-09-19 22:40:00)","1","13","3","[0, 10, 0, 1, 0, 2, 0, 0]"
"3","(2016-09-19 22:20:00,2016-09-19 22:40:00)","0","24","5","[0, 15, 9, 0, 0, 0, 0, 0]"
"2","(2016-09-19 22:20:00,2016-09-19 22:40:00)","0","12","2","[0, 7, 5, 0, 0, 0, 0, 0]"
"1","(2016-09-19 22:40:00,2016-09-19 23:00:00)","1","23","8","[0, 17, 2, 1, 0, 3, 0, 0]"
"1","(2016-09-19 22:40:00,2016-09-19 23:00:00)","0","3","2","[0, 3, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-19 22:40:00,2016-09-19 23:00:00)","1","21","4","[0, 21, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-19 22:40:00,2016-09-19 23:00:00)","0","12","3","[0, 9, 3, 0, 0, 0, 0, 0]"
"2","(2016-09-19 22:40:00,2016-09-19 23:00:00)","0","24","6","[0, 11, 13, 0, 0, 0, 0, 0]"
"1","(2016-09-19 23:00:00,2016-09-19 23:20:00)","1","16","2","[0, 12, 2, 0, 0, 2, 0, 0]"
"1","(2016-09-19 23:00:00,2016-09-19 23:20:00)","0","1","1","[0, 1, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-19 23:00:00,2016-09-19 23:20:00)","1","7","2","[0, 7, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-19 23:00:00,2016-09-19 23:20:00)","0","6","1","[0, 5, 1, 0, 0, 0, 0, 0]"
"2","(2016-09-19 23:00:00,2016-09-19 23:20:00)","0","16","4","[0, 13, 3, 0, 0, 0, 0, 0]"
"1","(2016-09-19 23:20:00,2016-09-19 23:40:00)","1","10","2","[0, 6, 2, 0, 0, 2, 0, 0]"
"1","(2016-09-19 23:20:00,2016-09-19 23:40:00)","0","7","1","[0, 5, 2, 0, 0, 0, 0, 0]"
"3","(2016-09-19 23:20:00,2016-09-19 23:40:00)","1","11","5","[0, 11, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-19 23:20:00,2016-09-19 23:40:00)","0","11","0","[0, 7, 4, 0, 0, 0, 0, 0]"
"2","(2016-09-19 23:20:00,2016-09-19 23:40:00)","0","6","1","[0, 0, 5, 0, 1, 0, 0, 0]"
"1","(2016-09-19 23:40:00,2016-09-20 00:00:00)","1","13","3","[0, 11, 0, 2, 0, 0, 0, 0]"
"1","(2016-09-19 23:40:00,2016-09-20 00:00:00)","0","6","2","[0, 5, 0, 0, 1, 0, 0, 0]"
"3","(2016-09-19 23:40:00,2016-09-20 00:00:00)","1","16","5","[0, 13, 0, 0, 1, 2, 0, 0]"
"3","(2016-09-19 23:40:00,2016-09-20 00:00:00)","0","22","4","[0, 14, 8, 0, 0, 0, 0, 0]"
"2","(2016-09-19 23:40:00,2016-09-20 00:00:00)","0","12","3","[0, 8, 4, 0, 0, 0, 0, 0]"
"1","(2016-09-20 00:00:00,2016-09-20 00:20:00)","1","139","25","[0, 111, 11, 4, 8, 3, 0, 2]"
"1","(2016-09-20 00:00:00,2016-09-20 00:20:00)","0","14","1","[0, 11, 1, 0, 1, 1, 0, 0]"
"3","(2016-09-20 00:00:00,2016-09-20 00:20:00)","1","231","59","[0, 211, 11, 5, 0, 3, 0, 1]"
"3","(2016-09-20 00:00:00,2016-09-20 00:20:00)","0","17","2","[0, 15, 2, 0, 0, 0, 0, 0]"
"1","(2016-09-20 00:20:00,2016-09-20 00:40:00)","1","80","11","[0, 54, 8, 5, 9, 2, 0, 2]"
"1","(2016-09-20 00:20:00,2016-09-20 00:40:00)","0","13","0","[0, 10, 0, 1, 0, 2, 0, 0]"
"3","(2016-09-20 00:20:00,2016-09-20 00:40:00)","1","148","49","[0, 139, 2, 3, 1, 1, 0, 2]"
"3","(2016-09-20 00:20:00,2016-09-20 00:40:00)","0","13","0","[0, 10, 2, 1, 0, 0, 0, 0]"
"2","(2016-09-20 00:20:00,2016-09-20 00:40:00)","0","2","2","[0, 2, 0, 0, 0, 0, 0, 0]"
"1","(2016-09-20 00:40:00,2016-09-20 01:00:00)","1","37","7","[0, 26, 5, 3, 2, 1, 0, 0]"
"1","(2016-09-20 00:40:00,2016-09-20 01:00:00)","0","7","1","[0, 7, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-20 00:40:00,2016-09-20 01:00:00)","1","92","25","[0, 83, 3, 3, 2, 1, 0, 0]"
"3","(2016-09-20 00:40:00,2016-09-20 01:00:00)","0","17","0","[0, 13, 1, 0, 0, 2, 0, 1]"
"2","(2016-09-20 00:40:00,2016-09-20 01:00:00)","0","2","2","[0, 2, 0, 0, 0, 0, 0, 0]"
"1","(2016-09-20 01:00:00,2016-09-20 01:20:00)","1","6","0","[0, 4, 0, 1, 0, 1, 0, 0]"
"1","(2016-09-20 01:00:00,2016-09-20 01:20:00)","0","6","2","[0, 4, 1, 0, 0, 1, 0, 0]"
"3","(2016-09-20 01:00:00,2016-09-20 01:20:00)","1","9","2","[0, 7, 1, 0, 0, 1, 0, 0]"
"3","(2016-09-20 01:00:00,2016-09-20 01:20:00)","0","15","1","[0, 14, 0, 1, 0, 0, 0, 0]"
"1","(2016-09-20 01:20:00,2016-09-20 01:40:00)","1","8","0","[0, 6, 1, 1, 0, 0, 0, 0]"
"1","(2016-09-20 01:20:00,2016-09-20 01:40:00)","0","5","1","[0, 3, 0, 2, 0, 0, 0, 0]"
"3","(2016-09-20 01:20:00,2016-09-20 01:40:00)","1","10","1","[0, 10, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-20 01:20:00,2016-09-20 01:40:00)","0","14","2","[0, 12, 0, 0, 0, 2, 0, 0]"
"2","(2016-09-20 01:20:00,2016-09-20 01:40:00)","0","1","1","[0, 1, 0, 0, 0, 0, 0, 0]"
"1","(2016-09-20 01:40:00,2016-09-20 02:00:00)","1","11","1","[0, 10, 0, 1, 0, 0, 0, 0]"
"1","(2016-09-20 01:40:00,2016-09-20 02:00:00)","0","5","1","[0, 4, 0, 0, 0, 1, 0, 0]"
"3","(2016-09-20 01:40:00,2016-09-20 02:00:00)","1","5","1","[0, 3, 1, 1, 0, 0, 0, 0]"
"3","(2016-09-20 01:40:00,2016-09-20 02:00:00)","0","18","1","[0, 15, 3, 0, 0, 0, 0, 0]"
"1","(2016-09-20 02:00:00,2016-09-20 02:20:00)","1","8","1","[0, 5, 0, 2, 1, 0, 0, 0]"
"1","(2016-09-20 02:00:00,2016-09-20 02:20:00)","0","6","0","[0, 2, 0, 1, 0, 3, 0, 0]"
"3","(2016-09-20 02:00:00,2016-09-20 02:20:00)","1","4","0","[0, 3, 0, 1, 0, 0, 0, 0]"
"3","(2016-09-20 02:00:00,2016-09-20 02:20:00)","0","12","1","[0, 9, 1, 0, 0, 0, 0, 2]"
"1","(2016-09-20 02:20:00,2016-09-20 02:40:00)","1","12","1","[0, 6, 0, 4, 0, 2, 0, 0]"
"1","(2016-09-20 02:20:00,2016-09-20 02:40:00)","0","9","2","[0, 4, 2, 1, 0, 2, 0, 0]"
"3","(2016-09-20 02:20:00,2016-09-20 02:40:00)","1","4","1","[0, 2, 1, 0, 0, 1, 0, 0]"
"3","(2016-09-20 02:20:00,2016-09-20 02:40:00)","0","17","0","[0, 15, 0, 1, 0, 1, 0, 0]"
"1","(2016-09-20 02:40:00,2016-09-20 03:00:00)","1","8","1","[0, 6, 0, 0, 0, 2, 0, 0]"
"1","(2016-09-20 02:40:00,2016-09-20 03:00:00)","0","7","0","[0, 4, 1, 0, 0, 2, 0, 0]"
"3","(2016-09-20 02:40:00,2016-09-20 03:00:00)","1","8","1","[0, 6, 1, 0, 0, 1, 0, 0]"
"3","(2016-09-20 02:40:00,2016-09-20 03:00:00)","0","13","3","[0, 11, 1, 1, 0, 0, 0, 0]"
"1","(2016-09-20 03:00:00,2016-09-20 03:20:00)","1","2","0","[0, 1, 0, 0, 0, 1, 0, 0]"
"1","(2016-09-20 03:00:00,2016-09-20 03:20:00)","0","10","0","[0, 2, 2, 2, 1, 3, 0, 0]"
"3","(2016-09-20 03:00:00,2016-09-20 03:20:00)","1","6","0","[0, 3, 1, 0, 0, 2, 0, 0]"
"3","(2016-09-20 03:00:00,2016-09-20 03:20:00)","0","7","1","[0, 6, 0, 0, 0, 1, 0, 0]"
"1","(2016-09-20 03:20:00,2016-09-20 03:40:00)","1","13","0","[0, 10, 2, 0, 1, 0, 0, 0]"
"1","(2016-09-20 03:20:00,2016-09-20 03:40:00)","0","8","0","[0, 2, 2, 1, 0, 3, 0, 0]"
"3","(2016-09-20 03:20:00,2016-09-20 03:40:00)","1","3","0","[0, 0, 1, 0, 0, 2, 0, 0]"
"3","(2016-09-20 03:20:00,2016-09-20 03:40:00)","0","8","0","[0, 6, 1, 1, 0, 0, 0, 0]"
"1","(2016-09-20 03:40:00,2016-09-20 04:00:00)","1","18","0","[0, 16, 0, 1, 0, 1, 0, 0]"
"1","(2016-09-20 03:40:00,2016-09-20 04:00:00)","0","5","0","[0, 2, 1, 1, 0, 1, 0, 0]"
"3","(2016-09-20 03:40:00,2016-09-20 04:00:00)","1","6","1","[0, 3, 1, 2, 0, 0, 0, 0]"
"3","(2016-09-20 03:40:00,2016-09-20 04:00:00)","0","11","0","[0, 10, 0, 0, 0, 1, 0, 0]"
"1","(2016-09-20 04:00:00,2016-09-20 04:20:00)","1","20","0","[0, 14, 2, 1, 0, 3, 0, 0]"
"1","(2016-09-20 04:00:00,2016-09-20 04:20:00)","0","11","0","[0, 4, 2, 4, 0, 1, 0, 0]"
"3","(2016-09-20 04:00:00,2016-09-20 04:20:00)","1","6","0","[0, 3, 0, 2, 0, 1, 0, 0]"
"3","(2016-09-20 04:00:00,2016-09-20 04:20:00)","0","10","2","[0, 9, 1, 0, 0, 0, 0, 0]"
"1","(2016-09-20 04:20:00,2016-09-20 04:40:00)","1","17","3","[0, 14, 2, 0, 0, 1, 0, 0]"
"1","(2016-09-20 04:20:00,2016-09-20 04:40:00)","0","8","1","[0, 3, 3, 0, 0, 2, 0, 0]"
"3","(2016-09-20 04:20:00,2016-09-20 04:40:00)","1","6","3","[0, 4, 1, 0, 0, 1, 0, 0]"
"3","(2016-09-20 04:20:00,2016-09-20 04:40:00)","0","9","0","[0, 5, 2, 2, 0, 0, 0, 0]"
"1","(2016-09-20 04:40:00,2016-09-20 05:00:00)","1","20","3","[0, 17, 1, 1, 0, 1, 0, 0]"
"1","(2016-09-20 04:40:00,2016-09-20 05:00:00)","0","15","1","[0, 6, 5, 2, 1, 1, 0, 0]"
"3","(2016-09-20 04:40:00,2016-09-20 05:00:00)","1","4","0","[0, 4, 0, 0, 0, 0, 0, 0]"
"3","(2016-09-20 04:40:00,2016-09-20 05:00:00)","0","11","2","[0, 7, 2, 1, 0, 1, 0, 0]"
"1","(2016-09-20 05:00:00,2016-09-20 05:20:00)","1","27","0","[0, 20, 3, 1, 0, 3, 0, 0]"
"1","(2016-09-20 05:00:00,2016-09-20 05:20:00)","0","9","1","[0, 3, 5, 1, 0, 0, 0, 0]"
"3","(2016-09-20 05:00:00,2016-09-20 05:20:00)","1","12","3","[0, 5, 2, 2, 0, 3, 0, 0]"
"3","(2016-09-20 05:00:00,2016-09-20 05:20:00)","0","12","2","[0, 8, 4, 0, 0, 0, 0, 0]"
"2","(2016-09-20 05:00:00,2016-09-20 05:20:00)","0","5","0","[0, 4, 1, 0, 0, 0, 0, 0]"
"1","(2016-09-20 05:20:00,2016-09-20 05:40:00)","1","37","1","[0, 25, 7, 2, 0, 2, 0, 1]"
"1","(2016-09-20 05:20:00,2016-09-20 05:40:00)","0","4","0","[0, 3, 1, 0, 0, 0, 0, 0]"
"3","(2016-09-20 05:20:00,2016-09-20 05:40:00)","1","12","0","[0, 9, 2, 1, 0, 0, 0, 0]"
"3","(2016-09-20 05:20:00,2016-09-20 05:40:00)","0","17","1","[0, 9, 8, 0, 0, 0, 0, 0]"
"2","(2016-09-20 05:20:00,2016-09-20 05:40:00)","0","18","3","[0, 11, 6, 0, 1, 0, 0, 0]"
"1","(2016-09-20 05:40:00,2016-09-20 06:00:00)","1","35","4","[0, 21, 3, 3, 0, 8, 0, 0]"
"1","(2016-09-20 05:40:00,2016-09-20 06:00:00)","0","10","2","[0, 8, 2, 0, 0, 0, 0, 0]"
"3","(2016-09-20 05:40:00,2016-09-20 06:00:00)","1","18","3","[0, 12, 4, 0, 0, 2, 0, 0]"
"3","(2016-09-20 05:40:00,2016-09-20 06:00:00)","0","20","1","[0, 13, 7, 0, 0, 0, 0, 0]"
"2","(2016-09-20 05:40:00,2016-09-20 06:00:00)","0","21","4","[0, 13, 8, 0, 0, 0, 0, 0]"
"1","(2016-09-20 06:00:00,2016-09-20 06:20:00)","1","47","4","[0, 34, 6, 4, 0, 2, 0, 1]"
"1","(2016-09-20 06:00:00,2016-09-20 06:20:00)","0","13","4","[0, 11, 2, 0, 0, 0, 0, 0]"
"3","(2016-09-20 06:00:00,2016-09-20 06:20:00)","1","24","2","[0, 18, 3, 3, 0, 0, 0, 0]"
"3","(2016-09-20 06:00:00,2016-09-20 06:20:00)","0","31","7","[0, 20, 10, 1, 0, 0, 0, 0]"
"2","(2016-09-20 06:00:00,2016-09-20 06:20:00)","0","33","3","[0, 29, 4, 0, 0, 0, 0, 0]"
"1","(2016-09-20 06:20:00,2016-09-20 06:40:00)","1","59","3","[0, 40, 14, 2, 1, 2, 0, 0]"
"1","(2016-09-20 06:20:00,2016-09-20 06:40:00)","0","20","4","[0, 15, 5, 0, 0, 0, 0, 0]"
"3","(2016-09-20 06:20:00,2016-09-20 06:40:00)","1","43","7","[0, 31, 6, 4, 0, 1, 0, 1]"
"3","(2016-09-20 06:20:00,2016-09-20 06:40:00)","0","43","10","[1, 30, 12, 0, 0, 0, 0, 0]"
"2","(2016-09-20 06:20:00,2016-09-20 06:40:00)","0","31","7","[0, 26, 5, 0, 0, 0, 0, 0]"
"1","(2016-09-20 06:40:00,2016-09-20 07:00:00)","1","69","9","[0, 52, 8, 4, 3, 2, 0, 0]"
"1","(2016-09-20 06:40:00,2016-09-20 07:00:00)","0","29","8","[0, 24, 2, 2, 1, 0, 0, 0]"
"3","(2016-09-20 06:40:00,2016-09-20 07:00:00)","1","66","9","[0, 58, 2, 2, 0, 4, 0, 0]"
"3","(2016-09-20 06:40:00,2016-09-20 07:00:00)","0","80","21","[0, 59, 19, 1, 1, 0, 0, 0]"
"2","(2016-09-20 06:40:00,2016-09-20 07:00:00)","0","54","13","[0, 48, 6, 0, 0, 0, 0, 0]"
"1","(2016-09-20 07:00:00,2016-09-20 07:20:00)","1","88","23","[0, 70, 12, 3, 3, 0, 0, 0]"
"1","(2016-09-20 07:00:00,2016-09-20 07:20:00)","0","38","14","[0, 34, 3, 0, 1, 0, 0, 0]"
